;;;;;;;;;;
Título do Acordo;Tipo do Acordo;;;Outra Parte;Assuntos;Nº de Série;Nº da Pasta;;Data;Status da Tramitação 
Comunicado Conjunto Brasil-Guiné Bissau;Bilateral;;;Guiné Bissau;Declaração Conjunta;3075;11;;22/03/1983;Em Vigor
Comunicado Final entre a República Federativa do Brasil e a República da Costa do Marfim.;Bilateral;;;Costa do Marfim;Declaração Conjunta;3074;11;;20/03/1983;Em Vigor
Comunicado Final entre a República Federativa do Brasil e a República Gabonesa.;Bilateral;;;Gabão;Declaração Conjunta;3073;07;;17/03/1983;Em Vigor
Acordo que põe em vigor o Ajuste Complementar ao Acordo de Cooperação Técnica e Científica entre o CNPq e o CNES para a Execução de Vôos de Balões Estratosféricos em Território Brasileiro;Bilateral;;;França;"Espaço Exterior 
Cooperação Científica e Tecnológica 
Cooperação Técnica";3072;132-A;;23/02/1983;Em Vigor
Acordo Comercial entre o Governo da República Federativa do Brasil e o Governo do Reino do Marrocos.;Bilateral;;;Marrocos;Comércio;3071;05;;17/02/1983;Superado
"Ajuste Complementar ao Acordo Básico de Cooperação Técnica, referente ao Projeto de Cooperação Técnica ""Implantação do Cadastro Territorial Rural no Paraná"", entre a República Federativa do Brasil e a República Federal da Alemanha.";Bilateral;;;Alemanha;Agricultura;3070;271;;09/02/1983;Expirado
Memorando de Entendimento referente à Cooperação em Experimentos Aeroespaciais Empregando Foguetes de Sondagem firmado entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos da América.;Bilateral;;;Estados Unidos;Espaço Exterior;3069;270;;31/01/1983;Em Vigor
"Acordo, por troca de Notas, sobre a ""Instalação de um Escritório Comercial da URSS em São Paulo"".";Bilateral;;;Rússia;Relações Diplomáticas e Consulares;3068;39-A;;26/01/1983;Em Vigor
Acordo entre o Governo da República Federativa do Brasil e a Repartição Sanitária Panamericana para o Funcionamento do Escritório de Área.;Bilateral;;;Organização Pan-Americana de Saúde - OPAS;Acordo de Sede;3067;06;;20/01/1983;Em Vigor
Acordo entre o Governo da República Federativa do Brasil e o Governo do Reino da Espanha que Cria um Grupo de Trabalho Específico para a Cooperação nos Setores Agrícolas, Pecuário, Florestal, Pesqueiro e Agroalimentar.;Bilateral;;;Espanha;Agricultura;3066;67;;18/01/1983;Em Vigor
"Ajuste Complementar ao Acordo Básico entre o Governo da República Federativa do Brasil e o Governo da República Francesa de Cooperação Técnica e Científica de 16 de janeiro de 1967, sobre o projeto de cooperação técnica ""organização territorial e funções econômicas do Centro-Oeste"".";Bilateral;;;França;Cooperação Técnica;3065;132;;17/01/1983;Em Vigor
Acordo, por Troca de Notas, que põe em vigor o Ajuste Específico SENAI/SECAP entre a República Federativa do Brasil e a República do Equador.;Bilateral;;;Equador;Cooperação Interinstitucional;3064;47;;23/12/1982;Em Vigor
Acordo, por Troca de Notas, sobre Concessão de Vistos aos Peritos de que Trata o Ajuste Complementar de Cooperação Técnica, no Campo da Pesquisa, do Desenvolvimento e da Construção Aeronáutica, de 26 de março de 1981, entre o Governo da República Federativa do Brasil e o Governo da República Italiana;Bilateral;;;Itália;"Vistos e Imigração 
Obras Públicas";3063;112;;10/12/1982;Em Vigor
Memorandum de Entedimento para Estabelecer as Bases do Comércio, entre a República Federativa do Brasil e a República Democrática Alemã (memorandum não recepcionado pela RFA).;Bilateral;;;Alemã, República Democrática;Comércio;3062;13;;08/12/1982;Expirado
Protocolo Adicional ao Acordo entre o Brasil e a CEE Relativo ao Comércio de Produtos Têxteis Decorrente da Adesão da Grécia às Comunidades Européias.;Bilateral;;;União Europeia;Comércio;3061;07-A;;01/12/1982;Em Vigor
Acordo, por Troca de Notas Verbais, renovando, por um Período de seis Meses, o Acordo para um Programa de Cooperação Científica e Tecnológica, de 01 de dezembro de 1971 entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos do Brasil.;Bilateral;;;Estados Unidos;Cooperação Científica e Tecnológica;3060;269;;30/11/1982;Substituído
Acordo sobre Comércio de Produtos Têxteis entre a República Federativa do Brasil e a Comunidade Econômica Européia.;Bilateral;;;União Europeia;Comércio;3059;7;;24/11/1982;Superado
Protocolo de Intenções entre o Governo da República Federativa do Brasil e o Governo da Costa Rica para o Desenvolvimento de Programas de Cooperação nas Áreas de Energia e Mineração.;Bilateral;;;Costa Rica;Recursos Naturais;3058;14;;18/11/1982;Em Vigor
Acordo Comercial entre o Governo da República Federativa do Brasil e o Governo da República Islâmica do Paquistão.;Bilateral;;;Paquistão;Comércio;3057;02;;18/11/1982;Em Vigor
Protocolo de Intenções para o Desenvolvimento de Programas de Cooperação nas Áreas de Energia e Mineração entre o Governo da República Federativa do Brasil e o Governo da Jamaica.;Bilateral;;;Jamaica;Energia;3056;01;;18/11/1982;Em Vigor
"Acordo, por Troca de Notas, que Põe em Vigor o Ajuste entre o Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) do Brasil e o ""Consiglio Nazionale Delle Ricerche"" (CNR) da Itália, Assinado em Roma, a 11 de maio de 1982, como Ajuste Complementar ao Acordo Cultural, de 06 de setembro de 1958, entre o Governo da República Federativa do Brasil e o Governo da República Italiana";Bilateral;;;Itália;Cooperação Artístico-cultural;3055;111;;12/11/1982;Em Vigor
Acordo por Troca de Notas Verbais, pondo em vigor o Ajuste entre o Conselho Nacional do Desevolvimento Científico e Tecnológico (CNPq) e o Groupement d'estudes et de Recherches pour le Development de la Agriculture Tropicale (GERDAT) entre a República Federativa do Brasil e a República Francesa.;Bilateral;;;França;"Cooperação Interinstitucional 
Cooperação Científica e Tecnológica 
Cooperação Científica e Tecnológica 
Cooperação Técnica 
Cooperação Técnica";3054;131;;08/11/1982;Em Vigor
"Acordo, por Troca de Notas Verbais, pondo em vigor o Ajuste entre o Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) e o ""Centre D´Etudes Supérieures Des Matières Premières"" (CESMAT) entre a República Federativa do Brasil e a República Francesa.";Bilateral;;;França;Cooperação Interinstitucional;3053;130;;08/11/1982;Em Vigor
Acordo, que Prorroga o Acordo Relativo a Exportações Diretas e/ou Indiretas de Têxteis da República Federativa do Brasil para a Áustria, de 13/10/78, por um período de 05 anos, a partir de 01/11/82 entre a República Federativa do Brasil e o Governo Federal da Áustria.;Bilateral;;;Áustria;Comércio;3052;20;;28/10/1982;Expirado
"Ajuste Complementar ao Acordo Básico de Cooperação Técnica, sobre a Prorrogação do Projeto ""Desenvolvimento de Componentes e Sistemas Mecânicos de Veículos Ferroviários e Vias Permanentes"", entre a República Federativa do Brasil e a República Federal da Alemanha.";Bilateral;;;Alemanha;Transporte Ferroviário;3051;270;;19/10/1982;Expirado
Acordo sobre Cooperação Econômica e Industrial entre o Governo da República Federativa do Brasil e o Governo da República Italiana.;Bilateral;;;Itália;Cooperação Econômica;3050;110;;18/10/1982;Em Vigor
Acordo Básico de Cooperação Técnica e Científica entre o Governo da República Federativa do Brasil e o Governo da República do Haiti;Bilateral;;;Haiti;Cooperação Científica e Tecnológica;3049;05;;15/10/1982;Em Vigor
Pró-Memória do Governo da República Federativa do Brasil e do Governo da República Popular da Hungria;Bilateral;;;Hungria;Cooperação Interinstitucional;3048;17-A;;07/10/1982;Em Vigor
Declaração Conjunta Brasil-Guiana;Bilateral;;;Guiana;Declaração Conjunta;3047;28;;05/10/1982;Em Vigor
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República Cooperativista da Guiana sobre a Interconexão dos Sistemas Viários Brasileiro e Guianense;Bilateral;;;Guiana;Transporte Rodoviário;3046;27;;05/10/1982;Em Vigor
Memorando de Entendimento sobre Cooperação nas Áreas da Agricultura e da Agroindústria entre o Governo da República Federativa do Brasil e o Governo da República Cooperativista da Guiana;Bilateral;;;Guiana;Agricultura;3045;26;;05/10/1982;Em Vigor
Acordo, por Troca de Notas, entre o Governo da República Federativa do Brasil e o Governo da República Cooperativista da Guiana Relativo à Isenção da Taxa de Melhoramento de Portos para Mercadores em Trânsito pelo Porto de Manaus;Bilateral;;;Guiana;Aduanas, Impostos e Tarifas;3044;25;;05/10/1982;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Cooperativista da Guiana, nas Áreas da Pesquisa e da Utilização de Recursos Energéticos;Bilateral;;;Guiana;Energia;3043;24;;05/10/1982;Em Vigor
Tratado de Amizade e Cooperação entre a República Federativa do Brasil e República Cooperativa da Guiana.;Bilateral;;;Guiana;Paz, Amizade, Comércio e Navegação;3042;23;;05/10/1982;Em Vigor
Acordo de Cooperação Amazônica entre o Governo da República Federativa do Brasil e o Governo da República Cooperativista da Guiana.;Bilateral;;;Guiana;Meio Ambiente;3041;22;;05/10/1982;Em Vigor
Acordo, por Troca de Notas, sobre Cooperação em Matéria de Repressão, ao Tráfico Ilícito de Drogas que produzem Dependência firmado entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos da América.;Bilateral;;;Estados Unidos;Entorpecentes;3040;268;;29/09/1982;Expirado
Acordo que Prorroga o Ajuste Relativo à Cooperação no Campo da Pesquisa Agrícola no Brasil, entre o Governo da República Federativa do Brasil e o Governo do Japão.;Bilateral;;;Japão;Agricultura;3039;40;;29/09/1982;Substituído
Acordo, por Troca de Notas, para a Criação de um Grupo de Cooperação Consular Brasil-Paraguai entre o Governo da República Federativa do Brasil e o Governo do Paraguai.;Bilateral;;;Paraguai;Relações Diplomáticas e Consulares;3038;137;;24/09/1982;Em Vigor
Acordo, por troca de Notas, para Melhorar a Identificação dos Limites entre a República Federativa do Brasil e a República Argentina no Trecho do Rio Uruguai que compreende as Ilhas Chafariz e Buricá;Bilateral;;;Argentina;Fronteiras e Soberania Territorial;3037;236;;16/09/1982;Em Vigor
Ajuste Complementar ao Acordo sobre Cooperação Técnica, de 18 de Janeiro de 1968, sobre a Implantação do Complexo Industrial-Portuário de SUAPE, no Estado de Pernambuco, entre a República Federativa do Brasil e o Reino Unido da Grã-Bretanha e Irlanda do Norte.;Bilateral;;;Reino Unido;Cooperação para Unidades da Federação;3036;94;;03/09/1982;Em Vigor
Ajuste Complementar ao Convênio Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo do Reino da Espanha, de 01 de abril de 1971, na Área de Engenharia de Irrigação (SUDESUL/IRYDA).;Bilateral;;;Espanha;Combate à Seca/Irrigação;3035;66;;25/08/1982;Expirado
"Ajuste Complementar ao Acordo de Cooperação Técnica, sobre a Prorrogação do Projeto de Cooperação Técnica ""Adoção da Nova Tecnologia para Bovinocultura em Santa Catarina"", entre a República Federativa do Brasil e a República Federal da Alemanha.";Bilateral;;;Alemanha;Pecuária;3034;268;;23/08/1982;Expirado
Acordo entre o Governo da República Federativa do Brasil e Governo da República Popular da Bulgária sobre Navegação Marítima Comercial;Bilateral;;;Bulgária;Transporte Fluvial e Marítimo;3033;18;;19/08/1982;Em Vigor
Acordo de Cooperação Cultural, Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo de Antígua e Barbuda.;Bilateral;;;Antígua e Barbuda;Cooperação Artístico-cultural;3032;1;;17/08/1982;Em Vigor
Declaração Presidencial Conjunta entre o Presidente da República Federativa do Brasil e o Presidente da República da Bolívia;Bilateral;;;Bolívia;Declaração Conjunta;3031;175;;17/08/1992;Em Vigor
Acordo Complementar, por troca de notas, ao Acordo Marítimo entre a República Federativa do Brasil e a República Francesa.;Bilateral;;;França;Transporte Fluvial e Marítimo;3030;129;;16/08/1982;Em Vigor
"Ajuste Complementar ao Acordo Básico entre a República Federativa do Brasil e a República Federal da Alemanha de Cooperação Técnica de 30/11/63, sobre o Projeto ""Implantação do Núcleo do Sistema de Informações da Região Metropolitana do Recife""";Bilateral;;;Alemanha;Cooperação Técnica;3029;267;;02/08/1982;Em Vigor
Acordo, por Troca de Notas, que Modifica e Prorroga o Acordo sobre Fornecimento de Máquinas e Equipamentos da URSS ao Brasil e Fornecimento de Produtos Brasileiros à URSS.;Bilateral;;;Rússia;Comércio;3028;39;;20/07/1982;Em Vigor
Memorandum de Entendimento entre o Governo da República Federativa do Brasil e o Governo do Canadá;Bilateral;;;Canadá;Consultas Diplomáticas;3026;52;;20/07/1982;Em Vigor
Acordo de Longo Prazo entre o Governo da República Federativa do Brasil e o Governo do Canadá sobre Trigo.;Bilateral;;;Canadá;Produtos Agrícolas;3025;51;;20/07/1982;Expirado
Comunicado Conjunto entre o Governo da República Federativa do Brasil e o Governo da República Popular do Congo.;Bilateral;;;República do Congo;Declaração Conjunta;3024;08;;07/07/1982;Em Vigor
Ajuste Especial de Cooperação entre o Brasil e o Congo.;Bilateral;;;República do Congo;Cooperação Interinstitucional;3023;07;;07/07/1982;Expirado
Acordo de Cooperação Cultural, Educacional, Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República Popular do Congo.;Bilateral;;;República do Congo;"Cooperação Artístico-cultural 
Cooperação Científica e Tecnológica 
Cooperação Educacional e Esportiva 
Cooperação Técnica";3022;06;;07/07/1982;Em Vigor
Acordo Comercial entre o Governo da República Federativa do Brasil e o Governo da República Popular do Congo.;Bilateral;;;República do Congo;Comércio;3021;05;;07/07/1982;Em Vigor
Acordo, por Troca de Notas que Concede à Comissão Mista Encarregada da Construção da Rodovia nº 5, a Atribuição de Realizar Estudos para a Pavimentação da Rodovia nº 3 no Trecho Santa Rosa-Yby-Yaú entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai.;Bilateral;;;Paraguai;Comissão Mista;3020;136;;06/07/1982;Em Vigor
Protocolo sobre Cooperação Financeira entre o Governo da República Federativa do Brasil e o Governo da República Federal da Alemanha.;Bilateral;;;Alemanha;Cooperação Financeira;3019;266;;02/07/1982;Em Vigor
Comunicado Conjunto entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai.;Bilateral;;;Paraguai;Declaração Conjunta;3018;135;;02/07/1982;Em Vigor
Convênio sobre Cooperação em Matéria de Desenvolvimento Tecnológico de Álcool Carburante entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai.;Bilateral;;;Paraguai;Cooperação Científica e Tecnológica;3017;134;;02/07/1982;Em Vigor
Convênio sobre Cooperação em Matéria de Registro de Comércio entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai.;Bilateral;;;Paraguai;Comércio;3016;133;;02/07/1982;Em Vigor
Convênio sobre Cooperação no Campo da Promoção do Desenvolvimento Industrial entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai.;Bilateral;;;Paraguai;Cooperação Industrial;3015;132;;02/07/1982;Em Vigor
Convênio sobre Cooperação em Matéria de Propriedade Industrial entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai.;Bilateral;;;Paraguai;Cooperação Industrial;3014;131;;02/07/1982;Em Vigor
Convênio sobre Cooperação em Matéria de Metrologia, Normalização e Qualidade Industrial entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai.;Bilateral;;;Paraguai;Cooperação Técnica;3013;130;;02/07/1982;Em Vigor
Ajuste Complementar ao Convênio Básico entre o Governo da República Federativa do Brasil e a Organização Pan-Americana de Saúde para o Projeto de Monitoramento da Qualidade da Água no Brasil.;Bilateral;;;Organização Pan-Americana de Saúde - OPAS;Saúde;3012;05;;30/06/1982;Em Vigor
Acordo entre a República Federativa do Brasil e a República Gabonesa que cria uma Comissão Mista;Bilateral;;;Gabão;Comissão Mista;3011;05;;30/06/1982;Em Vigor
"Ajuste Complementar ao Acordo Básico de Cooperação Técnica, de 30/11/63, sobre a ""Ampliação do Fundo para Envio de Técnicos a Curto Prazo (POOL DE PERITOS)"", entre a República Federativa do Brasil e a República Federal da Alemanha.";Bilateral;;;Alemanha;Cooperação Técnica;3010;265;;28/06/1982;Em Vigor
Acordo, por Troca de Notas, pondo em vigor a Ata Final da XI Reunião de Consulta Aeronáutica firmado entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos da América;Bilateral;;;Estados Unidos;Transporte Aéreo;3008;267;;23/06/1982;Expirado
Protocolo de Intenções entre a República Federativa do Brasil e a República Cooperativista da Guiana.;Bilateral;;;Guiana;Cooperação Interinstitucional;3007;21;;22/06/1982;Em Vigor
Acordo entre a República Federativa do Brasil e os Estados Unidos da América para o Uso do Satélite Ambiental Operacional Geoestacionário no Plano Nacional Brasileiro de Plataformas de Coleta de Dados (COBAE, CNPq, INPE, NOAA, NESS).;Bilateral;;;Estados Unidos;Espaço Exterior;3006;266;;14/06/1982;Em Vigor
Acordo, por Troca de Notas, Renovando, por um Período de seis meses, o Acordo para um Programa de Cooperação Científica e Tecnológica, de 01 de dezembro de 1971 Firmado entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos da América.;Bilateral;;;Estados Unidos;Cooperação Científica e Tecnológica;3005;265;;01/06/1982;Substituído
"Acordo, por Troca de Notas, pondo em vigor o Ajuste entre o Conselho Nacional de Desenvolvimento Científico e Tecnológico e a ""Formation International Aèronautique et Spatiale"" entre a República Federativa do Brasil e a República Francesa.";Bilateral;;;França;"Cooperação Interinstitucional 
Cooperação Científica e Tecnológica";3004;128;;26/05/1982;Em Vigor
"Acordo, por Troca de Notas, pondo em vigor o Ajuste entre o Conselho Nacional de Desenvolvimento Científico e Tecnológico e o ""Institut National de La Santé Et de La Recherche Mèdicale"" entre a República Federativa do Brasil e a República Francesa.";Bilateral;;;França;"Cooperação Interinstitucional 
Cooperação Científica e Tecnológica 
Cooperação Técnica";3003;127;;26/05/1982;Em Vigor
Ata Final da XI Reunião de Consulta Aeronáutica entre a República Federativa do Brasil e os Estados Unidos da América.;Bilateral;;;Estados Unidos;Transporte Aéreo;3002;263;;25/05/1982;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Técnica, de 30/11/63, sobre o Aperfeiçoamento do Sistema de Normalização Técnica no Brasil entre a República Federativa do Brasil e a República Federal da Alemanha.;Bilateral;;;Alemanha;Cooperação Técnica;3001;264;;11/05/1982;Em Vigor
"Ajuste Complementar ao Acordo Básico entre o Governo da República Federativa do Brasil e o Governo da República Federal da Alemanha de Cooperação Técnica, de 30/11/63, sobre o Projeto ""Desenvolvimento de Técnica Administrativas e de Recursos Humanos"".";Bilateral;;;Alemanha;Cooperação Técnica;3000;263;;11/05/1982;Em Vigor
"Ajuste Complementar, por Troca de Notas, ao Acordo Básico de Cooperação Técnica, de 30 de novembro de 1963, sobre o Projeto ""Planejamento Aplicado do Desenvolvimento em Minas Gerais"", entre o Governo da República Federativa do Brasil e o Governo da República Federal da Alemanha";Bilateral;;;Alemanha;Cooperação Técnica;2999;262;;11/05/1982;Expirado
Ajuste Complementar ao Acordo Cultural entre o Conselho Nacional de Desenvolvimento Científico e Tecnológico do Brasil (CNPq) e o Conselho Nacional de Pesquisas da Itália (CNR) entre a República Federativa do Brasil e a República Italiana.;Bilateral;;;Itália;Cooperação Interinstitucional;2998;109;;11/05/1982;Em Vigor
Memorandum das Conversações entre o Ministério da Agricultura da República Federativa do Brasil e do Ministério da Agricultura da República Democrática de São Tomé e Príncipe.;Bilateral;;;São Tomé e Príncipe;Agricultura;2997;02;;07/05/1982;Em Vigor
Convênio de Cooperação Técnica entre a Empresa Brasileira de Pesquisa Agropecuária e o Centro Internacional da Batata;Bilateral;;;FIDA - Fundo Internacional para o Desenvolvimento Agrícola;Produtos Agrícolas;2996;1;;07/05/1982;Em Vigor
Acordo, por Troca de Notas, Modificando o Item I (Capacidade), Parágrafo 4º, da Ata Final da II Reunião de Consulta Aeronáutica Brasil-Marrocos, assinada no Rio de Janeiro, a 06 de março de 1980.;Bilateral;;;Marrocos;Transporte Aéreo;2995;04;;07/05/1982;Em Vigor
Acordo de renovação e modificação dos parágrafos 1 e 3 do Memorando de Entendimento entre a COBAE e a NASA para Cooperação de pesquisa Atmosférica com Foguetes de Sondagem e Balão.;Bilateral;;;Estados Unidos;Espaço Exterior;2994;264;;07/05/1982;Em Vigor
"Ajuste Complementar ao Acordo Básico de Cooperação Técnica, de 30 de outubro de 1972, Relativo ao Projeto ""Centro de Mecânica de Precisão"" entre a República Federativa do Brasil e a República Italiana.";Bilateral;;;Itália;Cooperação Industrial;2993;108-A;;05/05/1982;Expirado
Acordo, por Troca de Notas, sobre Repavimentação do Aeroporto de Letícia - COMARA - DAAC entre a República Federativa do Brasil e a República da Colômbia.;Bilateral;;;Colômbia;Transporte Aéreo;2992;64;;20/04/1982;Em Vigor
Ajuste Complementar, por Troca de Notas, ao Acordo Básico de Cooperação Técnica, sobre o Apoio à Implantação do Centro Nacional de Engenharia Agrícola (CENEA), entre o Governo da República Federativa do Brasil e o Governo da República Federal da Alemanha;Bilateral;;;Alemanha;Agricultura;2991;261;;13/04/1982;Expirado
Acordo, por Troca de Notas, Pondo em Vigor a Ata Final da Reunião de Consulta Aeronáutica Brasil-Uruguai de 18 de dezembro de 1980.;Bilateral;;;Uruguai;Transporte Aéreo;2990;178;;02/04/1982;Em Vigor
"Acordo de ""Modus Vivendi"" sobre Trânsito de Turistas República Federativa do Brasil e a República Oriental do Uruguai.";Bilateral;;;Uruguai;Turismo, Feira e Exposições;2989;177;;02/04/1982;Em Vigor
Acordo, por Troca de Notas, entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos da América sobre Comércio de Algodão, Fibras Texteis Manufaturadas e Produtos Texteis;Bilateral;;;Estados Unidos;Comércio;2988;262-A;;31/03/1982;Expirado
Acordo de Cooperação entre o Governo da República Federativa do Brasil e a Organização Mundial da Propriedade Intelectual.;Bilateral;;;Organização Mundial da Propriedade Intelectual - OMPI;Propriedade Intelectual/Industrial;2987;02;;29/03/1982;Em Vigor
"Acordo, por Troca de Notas, Alterando o Quado I do Quadro de Rotas Constante do Apêndice ""D"" à Ata da IV Reunião de Consulta Aeronáutica Brasil-Portugal, de 20 de maio de 1977 entre o Governo da República Federativa do Brasil e o Governo da República Portuguesa.";Bilateral;;;Portugal;Transporte Aéreo;2986;103;;26/03/1982;Substituído
Acordo de Cooperação Científica e Tecnológica entre o Governo da República Federativa do Brasil e o Governo da República Popular da China.;Bilateral;;;China;Cooperação Científica e Tecnológica;2985;09;;25/03/1982;Em Vigor
Acordo de Cooperação Cultural e Educacional entre a República Federativa do Brasil e a República do Iraque.;Bilateral;;;Iraque;Cooperação Artístico-cultural;2984;10;;25/03/1982;Em Vigor
Acordo, por Troca de Notas, de Fornecimento Recíproco a Longo Prazo entre o Governo da República Federativa do Brasil e o Governo da República Popular da Hungria;Bilateral;;;Hungria;Comércio;2983;17;;25/03/1982;Expirado
"Ajuste Complementar ao Acordo Básico de Cooperação Técnica, de 30 de novembro de 1963, sobre o Projeto ""Tecnologia de Carvão"", entre o Governo da República Federativa do Brasil e o Governo da República Federal da Alemanha";Bilateral;;;Alemanha;Recursos Naturais;2982;260;;19/03/1982;Em Vigor
Acordo, por Troca de Notas, Modificativo do Quadro de Rotas constante do Anexo ao Acordo sobre Transportes Aéreos, de 06 de julho de 1976 entre o Governo da República Federativa do Brasil e o Reino dos Países Baixos.;Bilateral;;;Países Baixos;Transporte Aéreo;2981;38;;19/03/1982;Em Vigor
Memorando de Entendimento (Cinematografia) entre o Governo da República Federativa do Brasil e o Governo do Canadá;Bilateral;;;Canadá;Cooperação Artístico-cultural;2980;49-A;;10/03/1982;Em Vigor
Acordo, por Troca de Notas, para a Criação de uma Missão Técnica Aeronáutica Brasileira em Assunção entre o Governo da República Federativa do Brasil e o Governo da República do Paraguai.;Bilateral;;;Paraguai;Defesa e Assuntos Militares;2979;129;;10/03/1982;Em Vigor
"Protocolo entre o Centro Técnico Aeroespacial e o ""Centre National D'Etudes Spatiales"", Relativo à Utilização dos Meios de Trajetografia e de Telemedida Situados no Campo de Lançamento de Foguetes da Barreira do Inferno, em Natal, para os Fins de Lançamentos Ariane.";Bilateral;;;AEE (Agência Espacial Européia);Espaço Exterior;2978;06;;09/03/1982;Em Vigor
Acordo, por troca de Notas, pelo qual fica Aprovado o Projeto de Construção de uma Ponte sobre o Rio Iguaçu, entre a República Federativa do Brasil e a República Argentina;Bilateral;;;Argentina;Obras Públicas;2977;230;;04/03/1982;Em Vigor
Comunicado de Imprensa entre o Governo da República Federativa do Brasil e o Governo da República Portuguesa.;Bilateral;;;Portugal;Declaração Conjunta;2976;102;;02/03/1982;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Colômbia sobre Cooperação no Campo das Comunicações.;Bilateral;;;Colômbia;Meios de Comunicação;2975;63;;02/03/1982;Em Vigor
Arranjo sobre o Comércio de Ferro Gusa, 1982 (Arranjo Siderúrgico) entre a República Federativa do Brasil e a Comunidade Econômica Europeia.;Bilateral;;;União Europeia;Comércio;2974;06-A;;26/02/1982;Substituído
Convênio sobre Transporte Terrestre Fronteiriço de Carga entre o Governo da República Federativa do Brasil e o Governo da República da Venezuela.;Bilateral;;;Venezuela;Transporte Rodoviário;2973;51;;19/02/1982;Substituído
Acordo sobre Cooperação Sanitária Fronteiriça entre o Governo da República Federativa do Brasil e o Governo da República da Venezuela.;Bilateral;;;Venezuela;Saúde;2972;50;;19/02/1982;Em Vigor
Declaração Conjunta entre a República Federativa do Brasil e a República do Equador.;Bilateral;;;Equador;Declaração Conjunta;2971;46;;09/02/1982;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Equador para o Intercâmbio de Experiências no Campo da Formação Profissional.;Bilateral;;;Equador;Cooperação Técnica;2970;45;;09/02/1982;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Tecnológica entre o Governo da República Federativa do Brasil e o Governo da República do Equador, entre o Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) e o Conselho Nacional de Ciência e Tecnologia (CONACYT);Bilateral;;;Equador;Cooperação Interinstitucional;2969;44;;09/02/1982;Superado
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Equador sobre Cooperação no Campo das Telecomunicações.;Bilateral;;;Equador;"Meios de Comunicação 
Cooperação Técnica";2968;43;;09/02/1982;Em Vigor
Convênio entre o Governo da República Federativa do Brasil e o Governo da República do Equador sobre Transportes Marítimos.;Bilateral;;;Equador;Transporte Fluvial e Marítimo;2967;42;;09/02/1982;Denunciado
Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Equador.;Bilateral;;;Equador;Cooperação Técnica;2966;41;;09/02/1982;Em Vigor
Acordo Básico de Cooperação Científica e Tecnológica entre o Governo da República Federativa do Brasil e o Governo da República Federativa do Brasil e o Governo da República do Equador.;Bilateral;;;Equador;Cooperação Científica e Tecnológica;2965;40;;09/02/1982;Em Vigor
Tratado de Amizade e Cooperação entre a República Federativa do Brasil e a República do Equador.;Bilateral;;;Equador;Paz, Amizade, Comércio e Navegação;2964;39;;09/02/1982;Em Vigor
Comunicado Conjunto entre a República Federativa do Brasil e a República Cooperativa da Guiana.;Bilateral;;;Guiana;Declaração Conjunta;2963;20;;29/01/1982;Em Vigor
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Tecnológica entre o Governo da República Federativa do Brasil e o Governo da República Cooperativista da Guiana, entre o Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) e o Instituto de Ciências Aplicadas e Tecnologia (IASAT).;Bilateral;;;Guiana;"Cooperação Científica e Tecnológica 
Cooperação Técnica";2962;19;;29/01/1982;Em Vigor
Acordo entre o Governo da República Federativa do Brasil e o Governo da República Cooperativista da Guiana para a Construção de uma Ponte Internacional sobre o Rio Tacutu.;Bilateral;;;Guiana;Obras Públicas;2961;18;;29/01/1982;Em Vigor
Acordo Básico de Cooperação Científica e Tecnológica entre o Governo da República do Brasil e o Governo da República Cooperativista da Guiana.;Bilateral;;;Guiana;Cooperação Científica e Tecnológica;2960;17;;29/01/1982;Em Vigor
